id,name,email,age,year_of_study,shirt_size,university,dietary_restrictions,programming_skills,experience_level,hackathons_done,interests,preferred_role,interest_in_challenges,preferred_languages,friend_registration,preferred_team_size,availability,Tryhard,Learner,Rookie,Portfolio,Experience
e1e56330-6555-41ca-8028-18d751ce7f63,Emily Wilson,emily_wilson@gmail.com,21,4th year,M,Universitat Ramon Llull (URL),Vegan,"{'Machine Learning': 9, 'Flutter': 3, 'iOS Development': 5, 'Python': 6, 'PyTorch': 6, 'Blockchain': 7, 'UI/UX Design': 8, 'SQL': 5, 'IoT': 5, 'HTML/CSS': 3}",Advanced,8,"['Fintech', 'Communication', 'Design', 'Robotic Process Automation', 'E-commerce/Retail', 'Machine Learning/AI', 'Databases', 'Lifehacks', 'Education']",Visualization,"['AED Challenge', 'Restb.ai Challenge', 'Mango Challenge']",['English'],[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0,0,0,0,0
867ef49e-3fe3-4818-a3ce-b397615ec31a,Avery Rae Thompson,avery_rae_thompson@gmail.com,21,4th year,S,Universitat de Barcelona (UB),None,"{'PostgreSQL': 9, 'SQL': 9, 'PyTorch': 5, 'Flutter': 9, 'Docker': 3, 'iOS Development': 9, 'Java': 4, 'Android Development': 7, 'Python': 8, 'HTML/CSS': 3}",Advanced,6,"['Databases', 'Quantum', 'IoT', 'Enterprise']",Development,"['Restb.ai Challenge', 'Mango Challenge', 'AED Challenge']",['English'],[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0,0,0,0,0
d1c120a3-498a-4a25-8928-f1128e31710d,Ling Wong,ling_wong@gmail.com,20,3rd year,S,Universitat Pompeu Fabra (UPF),Vegetarian,"{'Natural Language Processing': 4, 'Android Development': 5, 'iOS Development': 7, 'IoT': 5, 'Java': 4, 'React': 2, 'Go': 7, 'Blockchain': 5}",Intermediate,5,"['E-commerce/Retail', 'DevOps', 'Gaming', 'Machine Learning/AI', 'Productivity']",Development,"['Restb.ai Challenge', 'AED Challenge', 'Mango Challenge']",[],[],4,"{'Saturday morning': False, 'Saturday afternoon': False, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0,0,0,0,0
d4d98f7a-d956-4ef5-ab2c-aed24b35a045,Alexander Ryder,alexander_ryder@gmail.com,22,4th year,M,Universitat Pompeu Fabra (UPF),Other,"{'Android Development': 2, 'UI/UX Design': 2, 'Blockchain': 7, 'MongoDB': 7, 'JavaScript': 6, 'Rust': 6, 'Docker': 6}",Intermediate,5,"['Design', 'Mobile', 'Web']",Visualization,"['Mango Challenge', 'Restb.ai Challenge', 'AED Challenge']",['English'],[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0,0,0,0,0
93cce408-4899-4667-ac4d-bc5dd6281e3c,Aurora Englishesi,aurora_englishesi@gmail.com,21,3rd year,S,Sapienza University of Rome,None,"{'Android Development': 5, 'C++': 4, 'HTML/CSS': 7, 'TensorFlow': 2, 'PostgreSQL': 7, 'React Native': 6}",Intermediate,5,"['Music/Art', 'Databases', 'Enterprise', 'Gaming', 'DevOps']",Visualization,"['Restb.ai Challenge', 'AED Challenge', 'Mango Challenge']","['English', 'Italian']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0,0,0,0,0
2647ff5e-eb6b-4b6c-8531-08cc5587ca68,Sofía Leonhart,sofa_leonhart@gmail.com,20,3rd year,M,Universidad de Sevilla,Vegetarian,"{'PyTorch': 6, 'iOS Development': 5, 'Agile Methodology': 7, 'Data Visualization': 3, 'MongoDB': 7, 'TensorFlow': 7, 'SQL ': 2}",Intermediate,4,"['Mobile', 'Gaming', 'Enterprise', 'IoT', 'Machine Learning/AI']",Design,"['Restb.ai Challenge', 'AED Challenge', 'Mango Challenge']","['Spanish', 'French', 'German', 'Portuguese']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0,0,0,0,0
59fd3f1c-c5ef-4bb5-9e68-102f1f7f139b,Livia Maria Lluís,livia_maria_llus@gmail.com,18,2nd year,M,Universitat Internacional de Catalunya (UIC),Other,"{'UI/UX Design': 4, 'Data Analysis': 6, 'React Native': 2, 'PostgreSQL': 4, 'IoT': 4}",Intermediate,2,"['Music/Art', 'Design', 'Fintech', 'Machine Learning/AI', 'Quantum', 'Cybersecurity']",Analysis,"['AED Challenge', 'Mango Challenge', 'Restb.ai Challenge']","['English', 'Catalan', 'Spanish', 'French']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': False}",0,0,0,0,0
e05c2a54-1e26-4cef-b6f2-1bd03c5ad6f2,Ana Cláudia Santos Costa,ana_cludia_santos_costa@outlook.com,20,2nd year,M,University of Porto,Other,"{'Android Development': 2, 'TypeScript': 4, 'iOS Development': 6, 'Python': 6, 'React Native': 7}",Intermediate,2,"['Fintech', 'Communication', 'Machine Learning/AI', 'Mobile', 'E-commerce/Retail', 'Databases']",Analysis,"['AED Challenge', 'Mango Challenge', 'Restb.ai Challenge']",['Portuguese'],[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0,0,0,0,0
0d017b4c-ad3e-42c3-996a-fb666a0c6066,Sofia Rosell Torrente,sofia_rosell_torrente@gmail.com,21,3rd year,L,Universitat de Barcelona (UB),None,"{'C++': 4, 'Java': 5, 'Data Visualization': 2, 'UI/UX Design': 3, 'JavaScript': 3}",Intermediate,2,"['Quantum', 'Fintech', 'Databases']",Design,"['AED Challenge', 'Restb.ai Challenge', 'Mango Challenge']","['English', 'Catalan', 'Spanish']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0,0,0,0,0
52962082-92f1-42a2-91e0-6a2f1d320739,Gisella Ricciardo,gisella_ricciardo@gmail.com,24,Masters,M,Universitat de Barcelona (UB),Vegan,"{'C++': 7, 'SQL': 3, 'Blockchain': 8, 'iOS Development': 3, 'Agile Methodology': 8, 'Git': 7, 'Java': 8, 'Figma': 5, 'PostgreSQL': 8, 'UI/UX Design': 8, 'Flutter': 9, 'Machine Learning': 7}",Advanced,9,"['Gaming', 'Machine Learning/AI', 'AR/VR', 'Fintech', 'E-commerce/Retail', 'IoT', 'Quantum', 'Lifehacks', 'Productivity']",Development,"['Restb.ai Challenge', 'Mango Challenge', 'AED Challenge']","['Catalan', 'Spanish', 'Italian']",[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0,0,0,0,0
57853d67-cc16-4168-8a06-6ac01544d9d0,Lena Braunstein Martín.,lena_braunstein_martn.@outlook.com,20,2nd year,M,Universitat Pompeu Fabra (UPF),None,"{'AWS/Azure/GCP': 5, 'Python': 7, 'Android Development': 2, 'Blockchain': 5, 'IoT': 3, 'Computer Vision': 6, 'Java': 2}",Intermediate,2,"['Lifehacks', 'Health', 'E-commerce/Retail', 'Cybersecurity']",Development,"['AED Challenge', 'Mango Challenge', 'Restb.ai Challenge']","['English', 'Catalan', 'German', 'Portuguese']","['cbbd8e4f-11b4-4465-8772-9855c1f87164', 'fcee953a-30c6-475a-b65c-ec49223281e9']",4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0,0,0,0,0
37d82483-40ed-4204-9ef3-31b2dc51615d,Caterina Sureda,caterina_sureda@gmail.com,21,3rd year,M,Abat Oliba CEU,None,"{'AWS/Azure/GCP': 5, 'Python': 4, 'Android Development': 3, 'Agile Methodology': 7, 'UI/UX Design': 4, 'Go': 2, 'Flutter': 6}",Intermediate,1,"['Gaming', 'Voice skills', 'Communication', 'Education', 'Design', 'Music/Art', 'Cybersecurity']",Design,"['Restb.ai Challenge', 'AED Challenge', 'Mango Challenge']","['English', 'Catalan']",[],4,"{'Saturday morning': True, 'Saturday afternoon': False, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0,0,0,0,0
63fd3a14-22e1-4ede-a2b1-0af6a5b21aff,Lluís Ferrante,llus_ferrante@yahoo.com,20,2nd year,M,Universitat de Barcelona (UB),None,"{'Flask': 5, 'Java': 3, 'MongoDB': 6, 'HTML/CSS': 6, 'TensorFlow': 4}",Intermediate,5,"['Health', 'Enterprise', 'Blockchain', 'Education', 'Machine Learning/AI', 'Quantum']",Visualization,"['AED Challenge', 'Mango Challenge', 'Restb.ai Challenge']","['Catalan', 'Spanish', 'Italian']",[],3,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0,0,0,0,0
6183b526-45b6-4aac-b3ef-b465e4ecd2e8,Sophie Jacqueline Dubois,sophie_jacqueline_dubois@gmail.com,21,4th year,M,Sorbonne University,None,"{'TensorFlow': 9, 'Flutter': 7, 'Android Development': 9, 'Blockchain': 4, 'JavaScript': 6, 'React': 5, 'IoT': 9, 'Java': 3, 'Flask': 4, 'Data Analysis': 3, 'Data Visualization': 8}",Advanced,4,"['Voice skills', 'DevOps', 'Fintech', 'Gaming', 'Health', 'Databases', 'Enterprise']",Development,"['Mango Challenge', 'Restb.ai Challenge', 'AED Challenge']",['French'],[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0,0,0,0,0
1db92d0d-8081-4d25-a390-784074289bc0,Ava Rachel Martin,ava_rachel_martin@gmail.com,19,2nd year,M,Universitat Politècnica de Catalunya (UPC),Vegetarian,"{'Figma': 1, 'IoT': 3, 'PostgreSQL': 3, 'React': 4}",Beginner,2,"['Cybersecurity', 'E-commerce/Retail', 'AR/VR', 'Blockchain', 'Design', 'Quantum', 'Communication', 'Lifehacks', 'Gaming']",Design,"['AED Challenge', 'Restb.ai Challenge', 'Mango Challenge']",['English'],[],4,"{'Saturday morning': True, 'Saturday afternoon': True, 'Saturday night': True, 'Sunday morning': True, 'Sunday afternoon': True}",0,0,0,0,0
